,playerID,year,score,player_seasonID,bioID,useFirst,lastName,pos,height,weight
1436,willigu01,1979,2.0,willigu011979,willigu01,Gus,Williams,G,74.0,175.0
1437,willigu01,1981,3.0,willigu011981,willigu01,Gus,Williams,G,74.0,175.0
1438,willike02,1991,1.0,willike021991,willike02,Kevin,Willis,F-C,84.0,220.0
1439,willimi02,1991,1.0,willimi021991,willimi02,Michael,Williams,G,74.0,175.0
1440,wisewi01,1971,0.0,wisewi011971,wisewi01,Willie,Wise,F,77.0,210.0
1441,wisewi01,1972,0.0,wisewi011972,wisewi01,Willie,Wise,F,77.0,210.0
1442,wisewi01,1973,0.0,wisewi011973,wisewi01,Willie,Wise,F,77.0,210.0
1443,worthja01,1987,3.0,worthja011987,worthja01,James,Worthy,F,81.0,225.0
1444,worthja01,1989,1.0,worthja011989,worthja01,James,Worthy,F,81.0,225.0
1445,worthja01,1990,1.0,worthja011990,worthja01,James,Worthy,F,81.0,225.0
1446,yardlge01,1956,2.0,yardlge011956,yardlge01,George,Yardley,F-G,77.0,190.0
1447,yardlge01,1957,3.0,yardlge011957,yardlge01,George,Yardley,F-G,77.0,190.0
1448,youngje01,1938,0.0,youngje011938,youngje01,,Young,G-F,72.0,160.0
1449,youngth01,2007,0.0,youngth012007,youngth01,Thaddeus,Young,F,80.0,220.0
1450,zasloma01,1946,3.0,zasloma011946,zasloma01,Max,Zaslofsky,G-F,74.0,170.0
1451,zasloma01,1947,3.0,zasloma011947,zasloma01,Max,Zaslofsky,G-F,74.0,170.0
1452,zasloma01,1948,3.0,zasloma011948,zasloma01,Max,Zaslofsky,G-F,74.0,170.0
1453,zasloma01,1949,3.0,zasloma011949,zasloma01,Max,Zaslofsky,G-F,74.0,170.0
